item name,Title,version,item,frame,order,prompt,model,output_text,reasoning_effort,reasoning_summary
Escape of Oil,Escape of Oil II,unambiguous_covered,4,pos,ad,"Mariam has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation."" Mariam has a fixed oil-fired heater in her living room. One night, the heater cracks and leaks oil onto the carpet. The oil then seeps into the floor and causes significant damage. Mariam files a claim with her insurance company for the damage. Based on this definition, select your response to the following statement: Mariam is covered by the Escape of Oil policy. Agree or Disagree? Final answer is:",gpt-5.2-2025-12-11,"**Agree.** The damage resulted from **oil leaking from a fixed oil‑fired heating installation** (the cracked heater), which fits the policy’s definition of “Escape of Oil,” so Mariam should be covered.",low,
Escape of Oil,Escape of Oil II,controversial,4,pos,ad,"Mariam has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation."" Mariam has a wall-mounted oil lamp in her living room. One night, the lamp cracks and leaks oil onto the carpet. The oil then seeps into the floor and causes significant damage. Mariam files a claim with her insurance company for the damage. Based on this definition, select your response to the following statement: Mariam is covered by the Escape of Oil policy. Agree or Disagree? Final answer is:",gpt-5.2-2025-12-11,"Disagree.

The policy covers “oil leaking from a **fixed oil-fired heating installation**.” A wall-mounted oil lamp is not a heating installation (and typically not “fixed” in the sense of an installed heating system), so the damage from the lamp’s leak would not fall under the defined “Escape of Oil” coverage.",low,
Escape of Water,Escape of Water I,unambiguous_uncovered,5,pos,ad,"Carol's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance."" Carol's bathroom wall has become severely damaged due to a pipe that slowly leaked over several days before Carol got around to calling a plumber who could fix the leak. Carol files a claim with her insurance company for the damage to her wall. Based on this definition, select your response to the following statement: Carol is covered by the Escape of Water policy. Agree or Disagree? Final answer is:",gpt-5.2-2025-12-11,Disagree.,low,
Escape of Water,Escape of Water I,unambiguous_covered,5,pos,ad,"Carol's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance."" Carol's bathroom wall has become severely damaged due to a pipe that suddenly burst. Carol files a claim with her insurance company for the damage to her wall. Based on this definition, select your response to the following statement: Carol is covered by the Escape of Water policy. Agree or Disagree? Final answer is:",gpt-5.2-2025-12-11,Agree. Final answer is: **Agree**,low,
Escape of Water,Escape of Water I,controversial,5,pos,ad,"Carol's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance."" Carol's bathroom wall has become severely damaged due to a pipe that leaked for several hours before Carol managed to find a plumber who could fix the leak. Carol files a claim with her insurance company for the damage to her wall. Based on this definition, select your response to the following statement: Carol is covered by the Escape of Water policy. Agree or Disagree? Final answer is:",gpt-5.2-2025-12-11,"Agree.

The damage was caused by water escaping from an internal source (a leaking/burst pipe) and occurred over several hours, which is consistent with a “sudden, unforeseen flow of water” rather than long-term gradual seepage.",low,
Escape of Water,Escape of Water II,unambiguous_uncovered,6,pos,ad,"Miranda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance."" Miranda lives in a two-story house, and she keeps her pet goldfish in a large glass bowl on the upper floor. One day, the bowl begins to leak unexpectedly, causing water to seep through her floor and damage her walls. Miranda files a claim with her insurance company for the damage. Based on this definition, select your response to the following statement: Miranda is covered by the Escape of Water policy. Agree or Disagree? Final answer is:",gpt-5.2-2025-12-11,"Agree.

Because the policy definition covers “a sudden, unforeseen flow of water from an internal source,” and the leaking fishbowl is an internal source that unexpectedly released water and caused building damage, it fits the stated definition. Final answer is: **Agree**.",low,
Escape of Water,Escape of Water II,unambiguous_covered,6,pos,ad,"Miranda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance."" Miranda lives in a two-story house, and she has a washing machine on the upper floor. One day, the washing machine begins to leak unexpectedly, causing water to seep through her floor and damage her walls. Miranda files a claim with her insurance company for the damage. Based on this definition, select your response to the following statement: Miranda is covered by the Escape of Water policy. Agree or Disagree? Final answer is:",gpt-5.2-2025-12-11,Agree.,low,
Escape of Water,Escape of Water II,controversial,6,pos,ad,"Miranda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance."" Miranda lives in a two-story house, and she has a large plastic water cooler on the upper floor. One day, the cooler begins to leak unexpectedly, causing water to seep through her floor and damage her walls. Miranda files a claim with her insurance company for the damage. Based on this definition, select your response to the following statement: Miranda is covered by the Escape of Water policy. Agree or Disagree? Final answer is:",gpt-5.2-2025-12-11,"**Agree.** The leaking water cooler is an **internal source**, and the leak was **sudden and unforeseen**, causing water damage to the building—so it fits the policy’s “Escape of Water” definition. Final answer is: **Agree**.",low,
Escape of Water,Escape of Water III,unambiguous_uncovered,7,pos,ad,"Belinda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance."" Belinda lives in a two-story house with a bathtub on the second floor. One day, Belinda, a sculpture artist, fills the tub with paint in order to dip her sculptures in paint, but the tub suddenly cracks and begins to leak, causing the paint to seep through her floor and damage her walls. Belinda files a claim with her insurance company for the damage. Based on this definition, select your response to the following statement: Belinda is covered by the Escape of Water policy. Agree or Disagree? Final answer is:",gpt-5.2-2025-12-11,"Disagree.

The policy covers a sudden, unforeseen flow of **water** from an internal source (e.g., burst pipe or faulty appliance). Here, the substance that escaped and caused the damage was **paint** (intentionally put into the tub), not water, so it doesn’t fit the defined “Escape of Water” coverage. Final answer is: **Disagree**.",low,
Escape of Water,Escape of Water III,unambiguous_covered,7,pos,ad,"Belinda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance."" Belinda lives in a two-story house with a bathtub on the second floor. One day, Belinda uses the tub for a bath and fills the tub with water, but the tub suddenly cracks and begins to leak, causing water to seep through her floor and damage her walls. Belinda files a claim with her insurance company for the damage. Based on this definition, select your response to the following statement: Belinda is covered by the Escape of Water policy. Agree or Disagree? Final answer is:",gpt-5.2-2025-12-11,**Agree.** Final answer is: **Agree**,low,
Escape of Water,Escape of Water III,controversial,7,pos,ad,"Belinda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance."" Belinda lives in a two-story house with a bathtub on the second floor. One day, Belinda fills the tub with tomato juice to give her dog a bath after being sprayed by a skunk, but the tub suddenly cracks and begins to leak, causing the tomato juice to seep through her floor and damage her walls. Belinda files a claim with her insurance company for the damage. Based on this definition, select your response to the following statement: Belinda is covered by the Escape of Water policy. Agree or Disagree? Final answer is:",gpt-5.2-2025-12-11,"Disagree.

The policy definition applies to a sudden, unforeseen flow of **water**. Here, the escaping liquid was **tomato juice**, not water, so it likely falls outside the defined “Escape of Water” coverage even though the leak was sudden and from an internal source.",low,
Fire,Fire,unambiguous_uncovered,8,pos,ad,"Fatema's home insurance covers ""Fire"" damage, defined as ""damage to the policyholder's property caused by naturally-occurring fire.""  Fatema keeps a gas-powered grill next to her garage. One day, she uses the grill and leaves it briefly unattended. While she's away, a defect in the grill causes its propane tank to explode, which in turn causes her garage to go up in flames. Fatema files a claim with her insurance company for the damage to the garage. Based on this definition, select your response to the following statement: Fatema is covered by the Fire policy. Agree or Disagree? Final answer is:",gpt-5.2-2025-12-11,"Disagree.

The damage was caused by a fire originating from a man-made source (a defective propane grill/tank explosion), not a “naturally-occurring fire” as required by the policy definition. Final answer is: **Disagree**.",low,
Fire,Fire,unambiguous_covered,8,pos,ad,"Fatema's home insurance covers ""Fire"" damage, defined as ""damage to the policyholder's property caused by naturally-occurring fire.""  Fatema keeps a gas-powered grill next to her garage. One day, she uses the grill and leaves it briefly unattended. While she's away, a quick-moving brush fire spreads to her property, causing her garage to go up in flames before spreading to the grill and causing its propane tank to explode. Fatema files a claim with her insurance company for the damage to the garage. Based on this definition, select your response to the following statement: Fatema is covered by the Fire policy. Agree or Disagree? Final answer is:",gpt-5.2-2025-12-11,"**Agree.** The garage damage was caused by a **naturally-occurring brush fire** that reached the property and ignited the garage before the grill explosion, so it fits the policy’s definition of covered “Fire” damage.",low,
Fire,Fire,controversial,8,pos,ad,"Fatema's home insurance covers ""Fire"" damage, defined as ""damage to the policyholder's property caused by naturally-occurring fire.""  Fatema keeps a gas-powered grill next to her garage. One day, she uses the grill and leaves it briefly unattended. While she's away, burning embers from a nearby quick-moving brush fire make contact with the grill and cause its propane tank to explode, which in turn causes her garage to go up in flames. Fatema files a claim with her insurance company for the damage to the garage. Based on this definition, select your response to the following statement: Fatema is covered by the Fire policy. Agree or Disagree? Final answer is:",gpt-5.2-2025-12-11,"**Agree.** The garage damage was ultimately caused by a **naturally-occurring fire** (the brush fire), whose embers triggered the propane explosion and resulting garage fire, so it falls within the policy’s definition of “Fire” damage.",low,
Flooding,Flood I,unambiguous_uncovered,9,pos,ad,"Charlotte has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a sudden release from outside the buildings."" Charlotte lives alone in a one-story home. One day, the waterbed in her bedroom begins to leak, causing a large volume of water to suddenly seep through her floors. This causes significant water damage to her basement. Charlotte files a claim with her insurance company for the damage. Based on this definition, select your response to the following statement: Charlotte is covered by the Flooding policy. Agree or Disagree? Final answer is:",gpt-5.2-2025-12-11,"**Disagree.** The policy defines “Flooding” as water invading the property due to a sudden release **from outside the buildings**, but the waterbed leak originated **inside** the home, so it does not fit the definition. Final answer is: **Disagree**.",low,
Flooding,Flood I,unambiguous_covered,9,pos,ad,"Charlotte has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a sudden release from outside the buildings."" Charlotte lives alone in a one-story home. One day, a car hits a fire hydrant outside her home, causing a large volume of water to suddenly seep into her home. This causes significant water damage to her basement. Charlotte files a claim with her insurance company for the damage. Based on this definition, select your response to the following statement: Charlotte is covered by the Flooding policy. Agree or Disagree? Final answer is:",gpt-5.2-2025-12-11,**Agree.** The damage fits the policy definition of “Flooding” because a **large volume of water** invaded the property due to a **sudden release from outside the buildings** (the fire hydrant being hit).,low,
Flooding,Flood I,controversial,9,pos,ad,"Charlotte has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a sudden release from outside the buildings."" Charlotte lives alone in a one-story home. One day, one of the rain barrels that she keeps next to her home begins to leak, causing a large volume of water to suddenly seep into her home. This causes significant water damage to her basement. Charlotte files a claim with her insurance company for the damage. Based on this definition, select your response to the following statement: Charlotte is covered by the Flooding policy. Agree or Disagree? Final answer is:",gpt-5.2-2025-12-11,"**Agree.** The water came from **outside the building** (the rain barrel), was a **sudden release**, and involved a **large volume of water invading the property**, which fits the policy’s definition of “Flooding.”",low,
Flooding,Flood II,unambiguous_uncovered,10,pos,ad,"Rebecca has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a rapid build-up from outside the buildings."" Rebecca lives in a house situated next to a small creek. The water level of the creek gradually rises over the course of several years, and one day Rebecca notices that water from the creek has begun to collect in her basement and cause significant damage. Rebecca files a claim with her insurance company for the damage. Based on this definition, select your response to the following statement: Rebecca is covered by the Flooding policy. Agree or Disagree? Final answer is:",gpt-5.2-2025-12-11,"Disagree.

Because the creek’s water level rose **gradually over several years**, the damage was not caused by a **rapid build-up** of water from outside the building, as required by the policy’s definition of “Flooding.” Final answer is: **Disagree**.",low,
Flooding,Flood II,unambiguous_covered,10,pos,ad,"Rebecca has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a rapid build-up from outside the buildings."" Rebecca lives in a house situated next to a small creek. The water level of the creek quickly rises over the course of a few hours during a storm, and Rebecca notices that water from the creek has begun to collect in her basement and cause significant damage. Rebecca files a claim with her insurance company for the damage. Based on this definition, select your response to the following statement: Rebecca is covered by the Flooding policy. Agree or Disagree? Final answer is:",gpt-5.2-2025-12-11,Agree. Final answer is: **Agree**,low,
Flooding,Flood II,controversial,10,pos,ad,"Rebecca has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a rapid build-up from outside the buildings."" Rebecca lives in a house situated next to a small creek. The water level of the creek gradually rises over the course of about a week, and one day Rebecca notices that water from the creek has begun to collect in her basement and cause significant damage. Rebecca files a claim with her insurance company for the damage. Based on this definition, select your response to the following statement: Rebecca is covered by the Flooding policy. Agree or Disagree? Final answer is:",gpt-5.2-2025-12-11,Disagree. Final answer is: **Disagree**,low,
Garden Plants,Garden Plants I,unambiguous_uncovered,11,pos,ad,"Genie has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by civil commotion, strikes, or labor and political disturbances."" Genie buys special fertilizer for her garden plants from a hardware store located next door. When the workers of the store go on strike, the store temporarily shuts down due to staff shortages, and Genie decides that it is too inconvenient to buy the fertilizer from another store located slightly further away. Without the fertilizer, the plants die. Genie files a claim with her insurance company for the damage to her plants. Based on this definition, select your response to the following statement: Genie is covered by the Garden Plants policy. Agree or Disagree? Final answer is:",gpt-5.2-2025-12-11,"Disagree.

The policy covers damage to plants **caused by** civil commotion, strikes, or labor/political disturbances. Here, the strike caused the store to close and made fertilizer less convenient to obtain, but the plants died because Genie **chose not to buy fertilizer elsewhere**. The loss is too indirect and is essentially due to lack of maintenance/supply, not direct strike-related damage to the plants.",low,
Garden Plants,Garden Plants I,unambiguous_covered,11,pos,ad,"Genie has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by civil commotion, strikes, or labor and political disturbances."" Genie buys special fertilizer for her garden plants from a hardware store located next door. When the workers of the store go on strike, they start picketing outside, and some of their picketing activities spill over to Genie's property. When the strikers inadvertently walk on Genie's plants, the plants die. Genie files a claim with her insurance company for the damage to her plants. Based on this definition, select your response to the following statement: Genie is covered by the Garden Plants policy. Agree or Disagree? Final answer is:",gpt-5.2-2025-12-11,"**Agree.** The plants were within the property boundaries, and the damage was caused by **strike-related activity** (picketing spilling onto her land), which fits the policy’s definition. Final answer is: **Agree**.",low,
Garden Plants,Garden Plants I,controversial,11,pos,ad,"Genie has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by civil commotion, strikes, or labor and political disturbances."" Genie buys special fertilizer for her garden plants from a hardware store located next door. When the workers of the store go on strike, the store temporarily shuts down due to staff shortages, and Genie is unable to find the fertilizer within driving distance from her home or online. Without the fertilizer, the plants die. Genie files a claim with her insurance company for the damage to her plants. Based on this definition, select your response to the following statement: Genie is covered by the Garden Plants policy. Agree or Disagree? Final answer is:",gpt-5.2-2025-12-11,"Disagree.

The policy covers **damage to plants caused by** civil commotion/strikes/labor or political disturbances. Here, the strike caused a **fertilizer supply interruption**, and the plants died from **lack of fertilizer**, not from direct strike-related damage to the plants themselves. This is an indirect/financial loss, not the type of covered damage described.",low,
Garden Plants,Garden Plants II,unambiguous_uncovered,12,pos,ad,"Margot has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by malicious people or vandals."" One day, while Margot is away from her home, her surveillance footage captures her neighbor's dog trampling her plants. Margot files a claim with her insurance company for the loss. Based on this definition, select your response to the following statement: Margot is covered by the Garden Plants policy. Agree or Disagree? Final answer is:",gpt-5.2-2025-12-11,"Disagree.

The policy covers damage to plants caused by **malicious people or vandals**. Here, the damage was caused by a **neighbor’s dog**, not by a person acting maliciously or vandalizing the garden, so it doesn’t fit the definition of covered “Garden Plants” damage.",low,
Garden Plants,Garden Plants II,unambiguous_covered,12,pos,ad,"Margot has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by malicious people or vandals."" One day, while Margot is away from her home, her surveillance footage captures masked individuals trampling her plants. Margot files a claim with her insurance company for the loss. Based on this definition, select your response to the following statement: Margot is covered by the Garden Plants policy. Agree or Disagree? Final answer is:",gpt-5.2-2025-12-11,"Agree

The plants were within her property boundaries, and the damage was caused by malicious people/vandals (masked individuals intentionally trampling them), which fits the policy definition of covered “Garden Plants” damage.",low,
Garden Plants,Garden Plants II,controversial,12,pos,ad,"Margot has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by malicious people or vandals."" One day, while Margot is away from her home, her surveillance footage captures a neighbor's middle school-aged children trampling her plants. Margot files a claim with her insurance company for the loss. Based on this definition, select your response to the following statement: Margot is covered by the Garden Plants policy. Agree or Disagree? Final answer is:",gpt-5.2-2025-12-11,"**Agree.** The plants were damaged within Margot’s property boundaries, and the neighbor’s children intentionally trampling them fits “damage … caused by malicious people or vandals,” so the loss should fall under the Garden Plants coverage.",low,
General Damages,General Damages,unambiguous_uncovered,13,pos,ad,"Gavin has an insurance policy that includes coverage for ""General Damages,"" which includes losses from ""missed employment due to injuries that occur under regular working conditions."" Gavin works as an A/C repair technician in a small town. One day, Gavin is off from work and decides to put holiday lights up on his roof. Because Gavin is an experienced repairman, he figures he doesn't need a ladder to get onto his roof and decides to free climb the exterior wall of his house instead. While climbing the wall, Gavin loses his balance and falls, causing significant injury. Because of this, he subsequently has to stop working for weeks. Gavin files a claim with his insurance company for lost income. Based on this definition, select your response to the following statement: Gavin is covered by the General Damages policy. Agree or Disagree? Final answer is:",gpt-5.2-2025-12-11,"**Disagree.**

The policy covers missed employment **due to injuries that occur under regular working conditions**. Gavin’s injury happened **while off work** doing a personal activity (putting up holiday lights and free climbing his house), not under his regular working conditions as an A/C repair technician. Therefore, his lost income wouldn’t be covered under this definition of “General Damages.”",low,
General Damages,General Damages,unambiguous_covered,13,pos,ad,"Gavin has an insurance policy that includes coverage for ""General Damages,"" which includes losses from ""missed employment due to injuries that occur under regular working conditions."" Gavin works as an A/C repair technician in a small town. One day, Gavin is hired to repair an air conditioner located on the second story of a building. Because Gavin is an experienced repairman, he knows that the safest way to access the unit is with a sturdy ladder. While climbing the ladder, Gavin loses his balance and falls, causing significant injury. Because of this, he subsequently has to stop working for weeks. Gavin files a claim with his insurance company for lost income. Based on this definition, select your response to the following statement: Gavin is covered by the General Damages policy. Agree or Disagree? Final answer is:",gpt-5.2-2025-12-11,"**Agree.** Gavin’s injury happened while performing his job under normal working conditions, and it caused missed employment, so it fits the policy’s “General Damages” definition. Final answer is: **Agree**",low,
General Damages,General Damages,controversial,13,pos,ad,"Gavin has an insurance policy that includes coverage for ""General Damages,"" which includes losses from ""missed employment due to injuries that occur under regular working conditions."" Gavin works as an A/C repair technician in a small town. One day, Gavin offers to help his girlfriend repair an air conditioner located on the second story of her home. Because Gavin is an experienced repairman, he knows that the safest way to access the unit is with a sturdy ladder. While climbing the ladder, Gavin loses his balance and falls, causing significant injury. Because of this, he subsequently has to stop working for weeks. Gavin files a claim with his insurance company for lost income. Based on this definition, select your response to the following statement: Gavin is covered by the General Damages policy. Agree or Disagree? Final answer is:",gpt-5.2-2025-12-11,"**Disagree.**

Gavin’s injury happened while helping his girlfriend at her home, not **under his regular working conditions** (i.e., in the course of his employment). Even though the task was similar to his job duties, it wasn’t performed as part of his work, so the lost income would not fall under that policy definition.",low,
