item name,Title,version,item,frame,order,prompt,model,output_text,reasoning_effort,reasoning_summary
Escape of Oil,Escape of Oil II,unambiguous_covered,4,pos,ad,"Mariam has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation."" Mariam has a fixed oil-fired heater in her living room. One night, the heater cracks and leaks oil onto the carpet. The oil then seeps into the floor and causes significant damage. Mariam files a claim with her insurance company for the damage. Select your response to the following statement: Mariam is covered by the Escape of Oil policy. Agree or Disagree? Final answer is:",gpt-5.2-2025-12-11,Agree. Final answer is: **Agree**.,medium,
Escape of Oil,Escape of Oil II,controversial,4,pos,ad,"Mariam has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation."" Mariam has a wall-mounted oil lamp in her living room. One night, the lamp cracks and leaks oil onto the carpet. The oil then seeps into the floor and causes significant damage. Mariam files a claim with her insurance company for the damage. Select your response to the following statement: Mariam is covered by the Escape of Oil policy. Agree or Disagree? Final answer is:",gpt-5.2-2025-12-11,"**Disagree.** The policy covers oil leaking from a **fixed oil‑fired heating installation**, and a wall‑mounted **oil lamp** is not a heating installation, so the damage would not fall within the “Escape of Oil” definition.",medium,
Escape of Water,Escape of Water I,unambiguous_uncovered,5,pos,ad,"Carol's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance."" Carol's bathroom wall has become severely damaged due to a pipe that slowly leaked over several days before Carol got around to calling a plumber who could fix the leak. Carol files a claim with her insurance company for the damage to her wall. Select your response to the following statement: Carol is covered by the Escape of Water policy. Agree or Disagree? Final answer is:",gpt-5.2-2025-12-11,Disagree.,medium,
Escape of Water,Escape of Water I,unambiguous_covered,5,pos,ad,"Carol's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance."" Carol's bathroom wall has become severely damaged due to a pipe that suddenly burst. Carol files a claim with her insurance company for the damage to her wall. Select your response to the following statement: Carol is covered by the Escape of Water policy. Agree or Disagree? Final answer is:",gpt-5.2-2025-12-11,Agree.,medium,
Escape of Water,Escape of Water I,controversial,5,pos,ad,"Carol's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance."" Carol's bathroom wall has become severely damaged due to a pipe that leaked for several hours before Carol managed to find a plumber who could fix the leak. Carol files a claim with her insurance company for the damage to her wall. Select your response to the following statement: Carol is covered by the Escape of Water policy. Agree or Disagree? Final answer is:",gpt-5.2-2025-12-11,"Agree

The damage was caused by an unforeseen flow of water from an internal source (a leaking pipe), and it occurred over a short period (several hours), which fits the “sudden, unforeseen” Escape of Water definition.",medium,
Escape of Water,Escape of Water II,unambiguous_uncovered,6,pos,ad,"Miranda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance."" Miranda lives in a two-story house, and she keeps her pet goldfish in a large glass bowl on the upper floor. One day, the bowl begins to leak unexpectedly, causing water to seep through her floor and damage her walls. Miranda files a claim with her insurance company for the damage. Select your response to the following statement: Miranda is covered by the Escape of Water policy. Agree or Disagree? Final answer is:",gpt-5.2-2025-12-11,"**Agree.**

The leaking goldfish bowl is an **internal source** of water within the home, and the leak was **unexpected**, causing water to escape and damage the building—fitting the policy definition of “Escape of Water” as provided.",medium,
Escape of Water,Escape of Water II,unambiguous_covered,6,pos,ad,"Miranda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance."" Miranda lives in a two-story house, and she has a washing machine on the upper floor. One day, the washing machine begins to leak unexpectedly, causing water to seep through her floor and damage her walls. Miranda files a claim with her insurance company for the damage. Select your response to the following statement: Miranda is covered by the Escape of Water policy. Agree or Disagree? Final answer is:",gpt-5.2-2025-12-11,Agree.,medium,
Escape of Water,Escape of Water II,controversial,6,pos,ad,"Miranda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance."" Miranda lives in a two-story house, and she has a large plastic water cooler on the upper floor. One day, the cooler begins to leak unexpectedly, causing water to seep through her floor and damage her walls. Miranda files a claim with her insurance company for the damage. Select your response to the following statement: Miranda is covered by the Escape of Water policy. Agree or Disagree? Final answer is:",gpt-5.2-2025-12-11,"**Agree.** The leak from the water cooler is an unexpected escape of water from an internal source (a household appliance/container), resulting in damage to the building, which fits the policy’s “Escape of Water” definition.",medium,
Escape of Water,Escape of Water III,unambiguous_uncovered,7,pos,ad,"Belinda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance."" Belinda lives in a two-story house with a bathtub on the second floor. One day, Belinda, a sculpture artist, fills the tub with paint in order to dip her sculptures in paint, but the tub suddenly cracks and begins to leak, causing the paint to seep through her floor and damage her walls. Belinda files a claim with her insurance company for the damage. Select your response to the following statement: Belinda is covered by the Escape of Water policy. Agree or Disagree? Final answer is:",gpt-5.2-2025-12-11,"**Disagree.**

The policy covers damage caused by a sudden, unforeseen escape/flow of **water** from an internal source. Here, the substance that escaped was **paint**, not water, so it doesn’t fit the policy’s “Escape of Water” definition as stated.",medium,
Escape of Water,Escape of Water III,unambiguous_covered,7,pos,ad,"Belinda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance."" Belinda lives in a two-story house with a bathtub on the second floor. One day, Belinda uses the tub for a bath and fills the tub with water, but the tub suddenly cracks and begins to leak, causing water to seep through her floor and damage her walls. Belinda files a claim with her insurance company for the damage. Select your response to the following statement: Belinda is covered by the Escape of Water policy. Agree or Disagree? Final answer is:",gpt-5.2-2025-12-11,Agree,medium,
Escape of Water,Escape of Water III,controversial,7,pos,ad,"Belinda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance."" Belinda lives in a two-story house with a bathtub on the second floor. One day, Belinda fills the tub with tomato juice to give her dog a bath after being sprayed by a skunk, but the tub suddenly cracks and begins to leak, causing the tomato juice to seep through her floor and damage her walls. Belinda files a claim with her insurance company for the damage. Select your response to the following statement: Belinda is covered by the Escape of Water policy. Agree or Disagree? Final answer is:",gpt-5.2-2025-12-11,"**Disagree.**

The policy covers damage caused by a sudden, unforeseen flow of **water** from an internal source (e.g., burst pipe). Here, the escaping liquid was **tomato juice**, not water, so it doesn’t fall within the stated “Escape of Water” definition even though the tub crack was sudden and unforeseen.",medium,
Fire,Fire,unambiguous_uncovered,8,pos,ad,"Fatema's home insurance covers ""Fire"" damage, defined as ""damage to the policyholder's property caused by naturally-occurring fire.""  Fatema keeps a gas-powered grill next to her garage. One day, she uses the grill and leaves it briefly unattended. While she's away, a defect in the grill causes its propane tank to explode, which in turn causes her garage to go up in flames. Fatema files a claim with her insurance company for the damage to the garage. Select your response to the following statement: Fatema is covered by the Fire policy. Agree or Disagree? Final answer is:",gpt-5.2-2025-12-11,"Disagree.

The policy only covers “Fire” damage caused by a **naturally-occurring fire**. Here, the fire was triggered by a **defective propane grill/tank explosion** (a non-natural, man-made cause), so it doesn’t fit the policy’s definition of covered “Fire.”",medium,
Fire,Fire,unambiguous_covered,8,pos,ad,"Fatema's home insurance covers ""Fire"" damage, defined as ""damage to the policyholder's property caused by naturally-occurring fire.""  Fatema keeps a gas-powered grill next to her garage. One day, she uses the grill and leaves it briefly unattended. While she's away, a quick-moving brush fire spreads to her property, causing her garage to go up in flames before spreading to the grill and causing its propane tank to explode. Fatema files a claim with her insurance company for the damage to the garage. Select your response to the following statement: Fatema is covered by the Fire policy. Agree or Disagree? Final answer is:",gpt-5.2-2025-12-11,"**Agree.** The damage to Fatema’s garage was caused by a brush fire that spread onto her property—i.e., a **naturally occurring fire** as described—before the grill’s propane explosion occurred. Therefore, the garage damage falls within the policy’s “Fire” coverage. Final answer is: **Agree**.",medium,
Fire,Fire,controversial,8,pos,ad,"Fatema's home insurance covers ""Fire"" damage, defined as ""damage to the policyholder's property caused by naturally-occurring fire.""  Fatema keeps a gas-powered grill next to her garage. One day, she uses the grill and leaves it briefly unattended. While she's away, burning embers from a nearby quick-moving brush fire make contact with the grill and cause its propane tank to explode, which in turn causes her garage to go up in flames. Fatema files a claim with her insurance company for the damage to the garage. Select your response to the following statement: Fatema is covered by the Fire policy. Agree or Disagree? Final answer is:",gpt-5.2-2025-12-11,"**Disagree.**

The policy covers damage “caused by naturally-occurring fire.” Here, the garage burned because the **propane tank exploded and ignited the garage**—a fire resulting from a **man-made fuel source (the grill/propane)** rather than the naturally occurring brush fire itself. The natural brush fire embers were a trigger, but the damage was caused by a different (non‑natural) fire.",medium,
Flooding,Flood I,unambiguous_uncovered,9,pos,ad,"Charlotte has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a sudden release from outside the buildings."" Charlotte lives alone in a one-story home. One day, the waterbed in her bedroom begins to leak, causing a large volume of water to suddenly seep through her floors. This causes significant water damage to her basement. Charlotte files a claim with her insurance company for the damage. Select your response to the following statement: Charlotte is covered by the Flooding policy. Agree or Disagree? Final answer is:",gpt-5.2-2025-12-11,"Disagree.

The policy defines “Flooding” as water invading the property due to a sudden release **from outside the buildings**. Here, the water came from a leaking **waterbed inside** the home, so it does not meet the policy’s definition of covered “Flooding.”",medium,
Flooding,Flood I,unambiguous_covered,9,pos,ad,"Charlotte has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a sudden release from outside the buildings."" Charlotte lives alone in a one-story home. One day, a car hits a fire hydrant outside her home, causing a large volume of water to suddenly seep into her home. This causes significant water damage to her basement. Charlotte files a claim with her insurance company for the damage. Select your response to the following statement: Charlotte is covered by the Flooding policy. Agree or Disagree? Final answer is:",gpt-5.2-2025-12-11,"Agree.

The damage fits the policy’s definition of “Flooding” because a large volume of water suddenly released from outside the building (the broken fire hydrant) invaded the property and caused the damage. Final answer is: **Agree**.",medium,
Flooding,Flood I,controversial,9,pos,ad,"Charlotte has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a sudden release from outside the buildings."" Charlotte lives alone in a one-story home. One day, one of the rain barrels that she keeps next to her home begins to leak, causing a large volume of water to suddenly seep into her home. This causes significant water damage to her basement. Charlotte files a claim with her insurance company for the damage. Select your response to the following statement: Charlotte is covered by the Flooding policy. Agree or Disagree? Final answer is:",gpt-5.2-2025-12-11,"**Agree.** The water damage resulted from **a large volume of water** that **suddenly released from outside the building** (the leaking rain barrel next to the home) and **invaded the property**, fitting the policy’s definition of “Flooding.”",medium,
Flooding,Flood II,unambiguous_uncovered,10,pos,ad,"Rebecca has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a rapid build-up from outside the buildings."" Rebecca lives in a house situated next to a small creek. The water level of the creek gradually rises over the course of several years, and one day Rebecca notices that water from the creek has begun to collect in her basement and cause significant damage. Rebecca files a claim with her insurance company for the damage. Select your response to the following statement: Rebecca is covered by the Flooding policy. Agree or Disagree? Final answer is:",gpt-5.2-2025-12-11,Disagree.,medium,
Flooding,Flood II,unambiguous_covered,10,pos,ad,"Rebecca has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a rapid build-up from outside the buildings."" Rebecca lives in a house situated next to a small creek. The water level of the creek quickly rises over the course of a few hours during a storm, and Rebecca notices that water from the creek has begun to collect in her basement and cause significant damage. Rebecca files a claim with her insurance company for the damage. Select your response to the following statement: Rebecca is covered by the Flooding policy. Agree or Disagree? Final answer is:",gpt-5.2-2025-12-11,"Agree

Final answer is: **Agree**",medium,
Flooding,Flood II,controversial,10,pos,ad,"Rebecca has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a rapid build-up from outside the buildings."" Rebecca lives in a house situated next to a small creek. The water level of the creek gradually rises over the course of about a week, and one day Rebecca notices that water from the creek has begun to collect in her basement and cause significant damage. Rebecca files a claim with her insurance company for the damage. Select your response to the following statement: Rebecca is covered by the Flooding policy. Agree or Disagree? Final answer is:",gpt-5.2-2025-12-11,Disagree. Final answer is: **Disagree**,medium,
Garden Plants,Garden Plants I,unambiguous_uncovered,11,pos,ad,"Genie has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by civil commotion, strikes, or labor and political disturbances."" Genie buys special fertilizer for her garden plants from a hardware store located next door. When the workers of the store go on strike, the store temporarily shuts down due to staff shortages, and Genie decides that it is too inconvenient to buy the fertilizer from another store located slightly further away. Without the fertilizer, the plants die. Genie files a claim with her insurance company for the damage to her plants. Select your response to the following statement: Genie is covered by the Garden Plants policy. Agree or Disagree? Final answer is:",gpt-5.2-2025-12-11,"Disagree.

The policy covers **damage to the plants themselves** caused by strikes (or similar disturbances). Here, the strike affected the **hardware store’s operations**, and the plants died from **lack of fertilizer** due to Genie’s choice not to buy it elsewhere—an indirect/consequential loss rather than damage caused by the strike within the insured property.",medium,
Garden Plants,Garden Plants I,unambiguous_covered,11,pos,ad,"Genie has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by civil commotion, strikes, or labor and political disturbances."" Genie buys special fertilizer for her garden plants from a hardware store located next door. When the workers of the store go on strike, they start picketing outside, and some of their picketing activities spill over to Genie's property. When the strikers inadvertently walk on Genie's plants, the plants die. Genie files a claim with her insurance company for the damage to her plants. Select your response to the following statement: Genie is covered by the Garden Plants policy. Agree or Disagree? Final answer is:",gpt-5.2-2025-12-11,"**Agree.** The plants were damaged within the property boundaries and the damage was caused by activities arising out of a **strike** (the picketing spilling onto Genie's land), which fits the policy’s definition of covered “Garden Plants” damage.",medium,
Garden Plants,Garden Plants I,controversial,11,pos,ad,"Genie has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by civil commotion, strikes, or labor and political disturbances."" Genie buys special fertilizer for her garden plants from a hardware store located next door. When the workers of the store go on strike, the store temporarily shuts down due to staff shortages, and Genie is unable to find the fertilizer within driving distance from her home or online. Without the fertilizer, the plants die. Genie files a claim with her insurance company for the damage to her plants. Select your response to the following statement: Genie is covered by the Garden Plants policy. Agree or Disagree? Final answer is:",gpt-5.2-2025-12-11,"Disagree.

The Garden Plants coverage is for **direct damage to the plants caused by** events like **strikes or civil commotion**. Here, the strike caused a **fertilizer shortage**, and the plants died from **lack of fertilizer**, not from any **direct physical damage** resulting from the strike itself. This is an indirect/consequential loss, so it would not fall within the stated coverage.",medium,
Garden Plants,Garden Plants II,unambiguous_uncovered,12,pos,ad,"Margot has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by malicious people or vandals."" One day, while Margot is away from her home, her surveillance footage captures her neighbor's dog trampling her plants. Margot files a claim with her insurance company for the loss. Select your response to the following statement: Margot is covered by the Garden Plants policy. Agree or Disagree? Final answer is:",gpt-5.2-2025-12-11,Disagree. Final answer is: **Disagree**.,medium,
Garden Plants,Garden Plants II,unambiguous_covered,12,pos,ad,"Margot has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by malicious people or vandals."" One day, while Margot is away from her home, her surveillance footage captures masked individuals trampling her plants. Margot files a claim with her insurance company for the loss. Select your response to the following statement: Margot is covered by the Garden Plants policy. Agree or Disagree? Final answer is:",gpt-5.2-2025-12-11,"Agree

The damage was to garden plants on Margot’s property and was caused by masked individuals deliberately trampling them, which fits “malicious people or vandals” under the Garden Plants coverage definition.",medium,
Garden Plants,Garden Plants II,controversial,12,pos,ad,"Margot has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by malicious people or vandals."" One day, while Margot is away from her home, her surveillance footage captures a neighbor's middle school-aged children trampling her plants. Margot files a claim with her insurance company for the loss. Select your response to the following statement: Margot is covered by the Garden Plants policy. Agree or Disagree? Final answer is:",gpt-5.2-2025-12-11,Disagree,medium,
General Damages,General Damages,unambiguous_uncovered,13,pos,ad,"Gavin has an insurance policy that includes coverage for ""General Damages,"" which includes losses from ""missed employment due to injuries that occur under regular working conditions."" Gavin works as an A/C repair technician in a small town. One day, Gavin is off from work and decides to put holiday lights up on his roof. Because Gavin is an experienced repairman, he figures he doesn't need a ladder to get onto his roof and decides to free climb the exterior wall of his house instead. While climbing the wall, Gavin loses his balance and falls, causing significant injury. Because of this, he subsequently has to stop working for weeks. Gavin files a claim with his insurance company for lost income. Select your response to the following statement: Gavin is covered by the General Damages policy. Agree or Disagree? Final answer is:",gpt-5.2-2025-12-11,Disagree. Final answer is: **Disagree**.,medium,
General Damages,General Damages,unambiguous_covered,13,pos,ad,"Gavin has an insurance policy that includes coverage for ""General Damages,"" which includes losses from ""missed employment due to injuries that occur under regular working conditions."" Gavin works as an A/C repair technician in a small town. One day, Gavin is hired to repair an air conditioner located on the second story of a building. Because Gavin is an experienced repairman, he knows that the safest way to access the unit is with a sturdy ladder. While climbing the ladder, Gavin loses his balance and falls, causing significant injury. Because of this, he subsequently has to stop working for weeks. Gavin files a claim with his insurance company for lost income. Select your response to the following statement: Gavin is covered by the General Damages policy. Agree or Disagree? Final answer is:",gpt-5.2-2025-12-11,"**Agree.** Gavin’s injury happened while performing his normal job duties under regular working conditions (accessing a second-story A/C unit via a ladder), and the injury caused missed employment, so it falls within the stated “General Damages” coverage.",medium,
General Damages,General Damages,controversial,13,pos,ad,"Gavin has an insurance policy that includes coverage for ""General Damages,"" which includes losses from ""missed employment due to injuries that occur under regular working conditions."" Gavin works as an A/C repair technician in a small town. One day, Gavin offers to help his girlfriend repair an air conditioner located on the second story of her home. Because Gavin is an experienced repairman, he knows that the safest way to access the unit is with a sturdy ladder. While climbing the ladder, Gavin loses his balance and falls, causing significant injury. Because of this, he subsequently has to stop working for weeks. Gavin files a claim with his insurance company for lost income. Select your response to the following statement: Gavin is covered by the General Damages policy. Agree or Disagree? Final answer is:",gpt-5.2-2025-12-11,"**Disagree.**

Gavin’s injury happened while helping his girlfriend at her home, not **“under regular working conditions”** as part of his employment. Even though he was doing the same type of work he does for his job, it wasn’t in his normal work setting or for his employer, so the lost income would not fall under that General Damages coverage.",medium,
Hot Work,Hot Work I,unambiguous_uncovered,14,pos,ad,"Shannon has an insurance policy that covers accidental damage to her home and belongings from ""Hot Work,"" defined as ""any work on her home or belongings that requires, uses or produces any sources of heat that could ignite flammable materials.""  One day, Shannon is working on her motorcycle in her garage. As she does so, she smokes a cigarette. Suddenly, she drops the lit cigarette onto the floor, igniting a nearby flammable cleaning product and sending her garage up in flames. Shannon files a claim with her insurance company for the damage. Select your response to the following statement: Shannon is covered by the Hot Work policy. Agree or Disagree? Final answer is:",gpt-5.2-2025-12-11,"**Agree.** Shannon’s activity falls within the policy’s definition of “Hot Work” because, while working on her belongings (the motorcycle), she **used/produced a heat source capable of igniting flammable materials** (a lit cigarette), and the resulting fire damage was accidental. Final answer is: **Agree**.",medium,
Hot Work,Hot Work I,unambiguous_covered,14,pos,ad,"Shannon has an insurance policy that covers accidental damage to her home and belongings from ""Hot Work,"" defined as ""any work on her home or belongings that requires, uses or produces any sources of heat that could ignite flammable materials.""  One day, Shannon is working on her motorcycle in her garage. To repair her motorcycle, she uses a welding tool which produces a sizable flame. Suddenly, she drops the tool onto the floor, igniting a nearby flammable cleaning product and sending her garage up in flames. Shannon files a claim with her insurance company for the damage. Select your response to the following statement: Shannon is covered by the Hot Work policy. Agree or Disagree? Final answer is:",gpt-5.2-2025-12-11,"**Agree.** Shannon’s welding work on her motorcycle (a belonging) uses a heat source capable of igniting flammable materials, so it qualifies as “Hot Work,” and the resulting accidental fire damage would be covered under that policy definition.",medium,
